mother_id,age,state,rural_urban,education_level,marital_status,employment_status
M3863,24,Katsina,Urban,Tertiary,Single,Unemployed
M3864,23,Ebonyi,Rural,Secondary,Married,Student
M3865,23,Rivers,Rural,Secondary,Married,Informal
M3866,21,Anambra,Rural,None,Married,Unemployed
M3867,26,Anambra,Urban,Primary,Single,Informal
M3868,33,Adamawa,Urban,Secondary,Married,Student
M3869,25,Kano,Urban,Tertiary,Married,Informal
M3870,29,Adamawa,Rural,None,Married,Formal
M3871,18,Kebbi,Urban,Secondary,Married,Informal
M3872,25,Kaduna,Rural,Tertiary,Married,Informal
M3873,19,Kebbi,Urban,Secondary,Married,Informal
M3874,17,Sokoto,Urban,Tertiary,Widowed,Unemployed
M3875,21,Katsina,Urban,Primary,Single,Informal
M3876,30,Katsina,Urban,Secondary,Single,Formal
M3877,29,Zamfara,Rural,None,Married,Informal
M3878,26,Kano,Rural,Tertiary,Married,Student
M3879,17,Osun,Urban,None,Married,Unemployed
M3880,24,Jigawa,Rural,Primary,Married,Informal
M3881,26,Cross_River,Urban,Tertiary,Single,Informal
M3882,25,Ondo,Urban,Secondary,Married,Informal
M3883,15,Ogun,Urban,Tertiary,Married,Informal
M3884,20,Ekiti,Rural,Secondary,Married,Informal
M3885,24,Kano,Rural,Secondary,Married,Formal
M3886,27,Kano,Urban,Tertiary,Married,Informal
M3887,15,Jigawa,Urban,Primary,Married,Formal
M3888,24,Kano,Urban,Secondary,Married,Unemployed
M3889,25,Lagos,Rural,Primary,Married,Informal
M3890,29,Plateau,Rural,Primary,Married,Informal
M3891,28,Oyo,Urban,Secondary,Single,Formal
M3892,27,Kwara,Urban,Secondary,Married,Unemployed
M3893,21,Benue,Urban,None,Married,Student
M3894,15,Katsina,Rural,None,Married,Unemployed
M3895,23,Kano,Urban,Tertiary,Divorced,Informal
M3896,30,Borno,Rural,None,Married,Formal
M3897,31,Yobe,Rural,Secondary,Married,Unemployed
M3898,28,Lagos,Urban,Secondary,Married,Formal
M3899,27,Yobe,Urban,None,Single,Formal
M3900,26,Ogun,Rural,Tertiary,Married,Informal
M3901,22,Kano,Rural,Tertiary,Single,Student
M3902,24,Imo,Urban,Secondary,Married,Student
M3903,33,Cross_River,Rural,Tertiary,Married,Informal
M3904,20,Kano,Urban,None,Married,Informal
M3905,33,Akwa_Ibom,Urban,Primary,Single,Formal
M3906,23,Jigawa,Rural,None,Single,Informal
M3907,31,Adamawa,Urban,Tertiary,Married,Informal
M3908,17,Borno,Urban,Secondary,Single,Informal
M3909,27,Sokoto,Rural,Secondary,Single,Student
M3910,21,Imo,Rural,Tertiary,Married,Formal
M3911,17,Kano,Rural,Secondary,Married,Informal
M3912,26,Kano,Rural,Secondary,Married,Informal
M3913,30,Akwa_Ibom,Urban,None,Married,Student
M3914,20,Zamfara,Urban,Tertiary,Single,Informal
M3915,17,Gombe,Rural,Secondary,Single,Informal
M3916,24,Niger,Rural,None,Married,Informal
M3917,24,Katsina,Urban,Secondary,Married,Informal
M3918,27,Oyo,Urban,Tertiary,Married,Informal
M3919,29,Plateau,Urban,Secondary,Married,Unemployed
M3920,24,Ebonyi,Rural,Tertiary,Single,Unemployed
M3921,34,Katsina,Rural,Primary,Married,Formal
M3922,26,Benue,Rural,Primary,Married,Informal
M3923,23,Lagos,Urban,Secondary,Married,Formal
M3924,16,Jigawa,Urban,Tertiary,Married,Informal
M3925,23,Lagos,Rural,None,Married,Formal
M3926,23,Plateau,Rural,Secondary,Married,Informal
M3927,29,Katsina,Urban,Secondary,Married,Informal
M3928,27,Jigawa,Rural,Secondary,Married,Informal
M3929,19,Sokoto,Urban,Tertiary,Married,Formal
M3930,25,Katsina,Urban,Primary,Married,Informal
M3931,28,Imo,Rural,None,Married,Student
M3932,32,Rivers,Urban,Secondary,Married,Informal
M3933,29,Kano,Urban,Primary,Married,Unemployed
M3934,28,Kano,Urban,Secondary,Married,Informal
M3935,25,Kogi,Urban,Secondary,Married,Informal
M3936,26,Kano,Urban,None,Married,Informal
M3937,31,Bayelsa,Urban,Secondary,Widowed,Informal
M3938,18,Benue,Urban,Secondary,Married,Informal
M3939,23,Anambra,Urban,None,Single,Informal
M3940,21,Lagos,Rural,Tertiary,Divorced,Informal
M3941,26,Cross_River,Rural,Secondary,Married,Informal
M3942,31,Borno,Urban,Secondary,Married,Informal
M3943,22,Imo,Urban,Tertiary,Married,Formal
M3944,15,Niger,Urban,Secondary,Married,Formal
M3945,22,Bauchi,Rural,Secondary,Married,Informal
M3946,29,Delta,Rural,Primary,Married,Unemployed
M3947,27,Oyo,Urban,Tertiary,Married,Informal
M3948,27,Niger,Rural,Secondary,Married,Unemployed
M3949,23,Kano,Rural,Tertiary,Single,Unemployed
M3950,18,Kano,Urban,Primary,Married,Informal
M3951,27,Cross_River,Urban,Tertiary,Single,Formal
M3952,20,Benue,Urban,Secondary,Married,Unemployed
M3953,35,Oyo,Urban,Secondary,Married,Formal
M3954,27,Adamawa,Rural,Primary,Married,Unemployed
M3955,22,Adamawa,Rural,None,Single,Informal
M3956,21,Kebbi,Urban,Primary,Married,Formal
M3957,24,Benue,Urban,None,Married,Informal
M3958,23,Lagos,Rural,Secondary,Married,Informal
M3959,30,Adamawa,Urban,None,Married,Student
M3960,25,Kebbi,Urban,None,Married,Informal
M3961,21,Akwa_Ibom,Rural,Secondary,Married,Unemployed
M3962,34,Ebonyi,Rural,None,Married,Informal
M3963,25,Borno,Rural,None,Married,Unemployed
M3964,28,Yobe,Urban,Tertiary,Married,Informal
M3965,21,Kogi,Urban,Secondary,Married,Formal
M3966,26,Katsina,Rural,Secondary,Single,Formal
M3967,26,Adamawa,Rural,Tertiary,Married,Informal
M3968,15,Niger,Urban,Secondary,Married,Informal
M3969,35,Lagos,Rural,None,Married,Student
M3970,31,Edo,Urban,Secondary,Married,Informal
M3971,23,Anambra,Urban,Tertiary,Married,Informal
M3972,19,Kano,Rural,Secondary,Married,Informal
M3973,26,Zamfara,Urban,Secondary,Married,Informal
M3974,25,Rivers,Urban,Tertiary,Married,Formal
M3975,26,Benue,Rural,Primary,Married,Informal
M3976,25,Oyo,Rural,Secondary,Married,Informal
M3977,27,Kogi,Urban,None,Married,Informal
M3978,32,Oyo,Urban,Primary,Widowed,Student
M3979,27,Oyo,Urban,Primary,Widowed,Formal
M3980,19,Borno,Urban,None,Single,Formal
M3981,31,Lagos,Rural,None,Married,Unemployed
M3982,33,Ebonyi,Rural,Tertiary,Married,Unemployed
M3983,40,Niger,Urban,Primary,Widowed,Informal
M3984,19,Imo,Rural,Primary,Married,Student
M3985,26,Kano,Rural,Secondary,Married,Informal
M3986,15,Kebbi,Rural,Secondary,Married,Informal
M3987,27,Delta,Rural,Secondary,Single,Student
M3988,22,Jigawa,Rural,Tertiary,Single,Informal
M3989,34,Bauchi,Urban,Secondary,Married,Unemployed
M3990,21,Borno,Urban,None,Married,Student
M3991,16,Plateau,Urban,Secondary,Married,Unemployed
M3992,22,Kano,Urban,Tertiary,Married,Student
M3993,15,Kaduna,Rural,Secondary,Single,Informal
M3994,28,Benue,Rural,Secondary,Married,Unemployed
M3995,15,Bauchi,Urban,Tertiary,Married,Informal
M3996,25,Kano,Rural,Secondary,Married,Informal
M3997,15,Kwara,Urban,Secondary,Married,Informal
M3998,23,Adamawa,Rural,None,Married,Student
M3999,33,Osun,Urban,Tertiary,Married,Informal
M4000,26,Kano,Rural,Tertiary,Married,Informal
M4001,20,Bauchi,Urban,Secondary,Married,Informal
M4002,24,Kano,Urban,Secondary,Married,Unemployed
M4003,25,Bauchi,Rural,Tertiary,Married,Informal
M4004,27,Kogi,Rural,None,Single,Student
M4005,18,Oyo,Rural,Tertiary,Married,Informal
M4006,27,Sokoto,Urban,Primary,Married,Informal
M4007,15,Osun,Rural,Secondary,Married,Unemployed
M4008,21,Lagos,Urban,Tertiary,Married,Informal
M4009,22,Katsina,Urban,Tertiary,Married,Informal
M4010,28,Jigawa,Urban,Tertiary,Single,Formal
M4011,25,Adamawa,Urban,Secondary,Married,Informal
M4012,17,Katsina,Urban,Tertiary,Married,Informal
M4013,20,Delta,Rural,Secondary,Married,Informal
M4014,25,Oyo,Urban,Tertiary,Married,Unemployed
M4015,24,Osun,Urban,Tertiary,Married,Unemployed
M4016,22,Jigawa,Urban,Secondary,Married,Informal
M4017,22,Kebbi,Urban,None,Married,Informal
M4018,28,Ogun,Urban,Secondary,Married,Informal
M4019,22,Ondo,Rural,Tertiary,Married,Formal
M4020,24,Niger,Urban,Secondary,Divorced,Formal
M4021,35,Bauchi,Rural,Primary,Married,Informal
M4022,17,Bayelsa,Rural,Secondary,Single,Formal
M4023,15,Kano,Urban,Secondary,Married,Formal
M4024,28,Delta,Rural,Tertiary,Married,Informal
M4025,21,Plateau,Urban,Secondary,Married,Informal
M4026,23,Edo,Urban,Secondary,Single,Unemployed
M4027,21,Rivers,Rural,Tertiary,Single,Unemployed
M4028,23,Kaduna,Rural,Tertiary,Married,Informal
M4029,32,Borno,Urban,Secondary,Married,Formal
M4030,29,Niger,Rural,Secondary,Widowed,Informal
M4031,29,Osun,Rural,Secondary,Widowed,Informal
M4032,17,Kebbi,Urban,Tertiary,Married,Informal
M4033,19,Bauchi,Rural,Tertiary,Married,Informal
M4034,15,Abia,Urban,Secondary,Married,Unemployed
M4035,20,Lagos,Rural,Tertiary,Married,Formal
M4036,29,Nasarawa,Urban,Secondary,Divorced,Informal
M4037,27,FCT,Urban,Secondary,Married,Informal
M4038,23,Imo,Urban,Tertiary,Married,Unemployed
M4039,24,Benue,Urban,None,Married,Informal
M4040,21,Lagos,Rural,Secondary,Married,Informal
M4041,26,Ebonyi,Rural,Secondary,Single,Informal
M4042,28,Plateau,Rural,Secondary,Married,Informal
M4043,16,Kaduna,Urban,Tertiary,Married,Informal
M4044,26,Jigawa,Rural,Secondary,Married,Formal
M4045,29,Edo,Rural,Tertiary,Married,Informal
M4046,22,Nasarawa,Rural,Tertiary,Married,Informal
M4047,28,Ogun,Rural,Tertiary,Married,Student
M4048,39,Kaduna,Rural,Secondary,Married,Informal
M4049,24,Osun,Urban,Primary,Married,Formal
M4050,26,Kano,Rural,Secondary,Married,Student
M4051,21,Jigawa,Rural,Secondary,Single,Formal
M4052,25,Katsina,Rural,Secondary,Married,Formal
M4053,27,Ebonyi,Urban,Secondary,Married,Unemployed
M4054,25,Enugu,Urban,Secondary,Married,Unemployed
M4055,19,Imo,Rural,None,Married,Informal
M4056,26,Niger,Rural,Primary,Married,Informal
M4057,32,Ogun,Urban,Tertiary,Married,Unemployed
M4058,27,Plateau,Rural,Primary,Single,Student
M4059,29,Lagos,Urban,Primary,Single,Informal
M4060,23,Ogun,Rural,Secondary,Married,Informal
M4061,28,Kano,Urban,None,Married,Formal
M4062,26,Niger,Urban,Tertiary,Married,Informal
M4063,20,Benue,Rural,Secondary,Married,Informal
M4064,26,Cross_River,Rural,Secondary,Married,Informal
M4065,20,Kaduna,Urban,Secondary,Married,Formal
M4066,21,Gombe,Urban,Tertiary,Married,Informal
M4067,25,Katsina,Rural,Tertiary,Married,Informal
M4068,26,Niger,Urban,Primary,Married,Formal
M4069,19,Niger,Urban,Tertiary,Married,Informal
M4070,30,Benue,Rural,Secondary,Married,Informal
M4071,27,Yobe,Urban,Secondary,Widowed,Informal
M4072,21,Abia,Urban,Secondary,Married,Informal
M4073,17,Anambra,Urban,Tertiary,Married,Student
M4074,24,Benue,Urban,Tertiary,Single,Informal
M4075,22,Sokoto,Urban,Secondary,Married,Informal
M4076,25,Kaduna,Rural,Secondary,Married,Informal
M4077,23,Akwa_Ibom,Urban,Secondary,Single,Informal
M4078,15,Cross_River,Rural,None,Married,Student
M4079,23,Anambra,Urban,Tertiary,Married,Formal
M4080,23,Adamawa,Rural,Primary,Married,Formal
M4081,28,Jigawa,Rural,Secondary,Single,Formal
M4082,21,Zamfara,Rural,Primary,Married,Formal
M4083,33,Kwara,Rural,None,Widowed,Informal
M4084,15,Katsina,Rural,Primary,Single,Informal
M4085,31,Niger,Rural,Tertiary,Widowed,Formal
M4086,23,Kogi,Rural,Secondary,Divorced,Informal
M4087,29,Taraba,Rural,Secondary,Married,Informal
M4088,25,Oyo,Urban,Secondary,Married,Informal
M4089,30,Lagos,Urban,Primary,Single,Student
M4090,23,Kaduna,Rural,Secondary,Single,Unemployed
M4091,19,Borno,Rural,None,Married,Informal
M4092,32,Lagos,Urban,Secondary,Married,Informal
M4093,24,Oyo,Urban,Tertiary,Married,Unemployed
M4094,26,Edo,Urban,None,Married,Informal
M4095,31,Adamawa,Urban,None,Married,Unemployed
M4096,19,Kogi,Rural,Tertiary,Married,Informal
M4097,27,Katsina,Rural,Primary,Married,Formal
M4098,22,Delta,Rural,Secondary,Married,Informal
M4099,24,Benue,Urban,Secondary,Married,Formal
M4100,25,Adamawa,Rural,Secondary,Married,Informal
M4101,17,Delta,Urban,Tertiary,Married,Unemployed
M4102,21,Abia,Rural,Primary,Married,Informal
M4103,31,Benue,Rural,Primary,Widowed,Informal
M4104,29,Zamfara,Rural,None,Married,Formal
M4105,24,Osun,Rural,Tertiary,Married,Student
M4106,26,Imo,Rural,Secondary,Married,Informal
M4107,23,Jigawa,Urban,Secondary,Married,Informal
M4108,31,Kebbi,Rural,Secondary,Married,Informal
M4109,23,Katsina,Rural,None,Single,Unemployed
M4110,26,Ogun,Urban,Tertiary,Married,Unemployed
M4111,30,Akwa_Ibom,Rural,Tertiary,Married,Informal
M4112,21,Anambra,Urban,Tertiary,Married,Formal
M4113,32,Edo,Rural,None,Married,Student
M4114,17,Oyo,Rural,Primary,Married,Formal
M4115,33,Sokoto,Rural,Tertiary,Widowed,Informal
M4116,23,Imo,Rural,Tertiary,Married,Informal
M4117,23,Yobe,Urban,Tertiary,Single,Formal
M4118,15,Edo,Urban,Tertiary,Single,Student
M4119,22,Kogi,Urban,None,Widowed,Student
M4120,19,Borno,Rural,Secondary,Married,Informal
M4121,21,Sokoto,Urban,None,Married,Formal
M4122,24,Kebbi,Rural,Tertiary,Married,Formal
M4123,29,Ebonyi,Rural,Tertiary,Married,Unemployed
M4124,26,Kaduna,Rural,Secondary,Married,Unemployed
M4125,26,Bauchi,Rural,None,Married,Student
M4126,19,Anambra,Urban,Secondary,Married,Informal
M4127,20,Ekiti,Urban,Primary,Married,Informal
M4128,33,Taraba,Urban,None,Married,Student
M4129,21,Oyo,Urban,Tertiary,Single,Unemployed
M4130,33,Yobe,Rural,Secondary,Single,Unemployed
M4131,23,Rivers,Urban,Secondary,Married,Informal
M4132,25,Oyo,Rural,Primary,Married,Informal
M4133,30,Kebbi,Urban,Tertiary,Married,Formal
M4134,31,Nasarawa,Rural,Tertiary,Married,Informal
M4135,24,Yobe,Urban,Tertiary,Married,Informal
M4136,23,Katsina,Rural,Secondary,Married,Formal
M4137,24,Ondo,Rural,Tertiary,Married,Informal
M4138,26,Ondo,Rural,Tertiary,Married,Informal
M4139,29,Yobe,Rural,Tertiary,Married,Formal
M4140,25,Kano,Urban,Primary,Married,Informal
M4141,28,Kano,Rural,Secondary,Single,Informal
M4142,33,Kebbi,Urban,Secondary,Married,Informal
M4143,26,Adamawa,Rural,Secondary,Married,Formal
M4144,26,Bauchi,Urban,Primary,Married,Informal
M4145,17,Akwa_Ibom,Rural,Tertiary,Married,Informal
M4146,15,Lagos,Rural,Tertiary,Married,Unemployed
M4147,26,Zamfara,Urban,Secondary,Single,Informal
M4148,24,Lagos,Urban,Secondary,Married,Formal
M4149,22,Delta,Rural,Secondary,Married,Informal
M4150,26,FCT,Urban,Tertiary,Married,Informal
M4151,24,Yobe,Urban,None,Married,Informal
M4152,30,Katsina,Rural,Secondary,Married,Informal
M4153,25,Abia,Urban,Tertiary,Married,Formal
M4154,21,Oyo,Urban,Primary,Married,Unemployed
M4155,29,Delta,Urban,Primary,Married,Formal
M4156,23,Anambra,Urban,Secondary,Married,Unemployed
M4157,27,Lagos,Rural,Tertiary,Married,Informal
M4158,22,Oyo,Rural,Tertiary,Married,Formal
M4159,21,Anambra,Rural,None,Married,Informal
M4160,25,Taraba,Rural,Tertiary,Married,Student
M4161,25,Kano,Urban,Primary,Married,Informal
M4162,27,Imo,Rural,Secondary,Divorced,Informal
M4163,23,Rivers,Urban,Tertiary,Single,Unemployed
M4164,15,Ebonyi,Rural,Secondary,Married,Informal
M4165,22,Taraba,Urban,Tertiary,Married,Student
M4166,28,Nasarawa,Rural,Secondary,Married,Informal
M4167,23,Sokoto,Rural,Secondary,Married,Informal
M4168,23,Kano,Urban,Primary,Married,Unemployed
M4169,29,Borno,Rural,None,Married,Informal
M4170,21,Ogun,Rural,Secondary,Married,Informal
M4171,17,Rivers,Urban,None,Married,Unemployed
M4172,24,Borno,Rural,Secondary,Married,Informal
M4173,22,Borno,Rural,Tertiary,Single,Unemployed
M4174,20,Delta,Urban,Tertiary,Married,Informal
M4175,24,Kwara,Rural,Secondary,Married,Informal
M4176,27,Benue,Urban,Secondary,Married,Student
M4177,24,Bauchi,Rural,Tertiary,Married,Student
M4178,26,Sokoto,Rural,Tertiary,Single,Formal
M4179,34,Lagos,Rural,Tertiary,Married,Student
M4180,23,Lagos,Urban,None,Married,Informal
M4181,26,Kwara,Urban,Tertiary,Married,Informal
M4182,22,Ondo,Urban,Secondary,Married,Informal
M4183,20,Katsina,Rural,Secondary,Married,Informal
M4184,22,Adamawa,Urban,None,Married,Unemployed
M4185,22,Kano,Rural,None,Married,Informal
M4186,26,Kwara,Urban,Secondary,Married,Informal
M4187,36,Kano,Urban,Tertiary,Married,Unemployed
M4188,21,Zamfara,Urban,Tertiary,Married,Informal
M4189,22,Sokoto,Urban,Secondary,Married,Unemployed
M4190,24,Rivers,Urban,Secondary,Single,Informal
M4191,26,Kano,Rural,None,Married,Unemployed
M4192,26,Zamfara,Rural,Tertiary,Married,Informal
M4193,31,Sokoto,Rural,Secondary,Married,Unemployed
M4194,15,Edo,Urban,Secondary,Married,Informal
M4195,15,Cross_River,Urban,Tertiary,Married,Informal
M4196,22,Kebbi,Urban,Primary,Single,Informal
M4197,30,Akwa_Ibom,Rural,Tertiary,Married,Informal
M4198,17,Oyo,Rural,None,Married,Formal
M4199,15,Kano,Rural,Secondary,Married,Informal
M4200,27,Katsina,Rural,Tertiary,Married,Informal
M4201,26,Kano,Urban,None,Widowed,Informal
M4202,19,Jigawa,Urban,Primary,Married,Unemployed
M4203,20,Nasarawa,Rural,Secondary,Married,Informal
M4204,20,Borno,Urban,Primary,Married,Informal
M4205,25,Zamfara,Urban,Secondary,Married,Unemployed
M4206,21,Niger,Rural,Secondary,Married,Informal
M4207,27,Kano,Rural,None,Married,Unemployed
M4208,15,Nasarawa,Urban,Secondary,Married,Unemployed
M4209,20,Abia,Urban,None,Married,Formal
M4210,19,Cross_River,Urban,Secondary,Married,Informal
M4211,23,Kebbi,Urban,Primary,Widowed,Informal
M4212,22,Gombe,Urban,None,Married,Informal
M4213,28,Kwara,Rural,Tertiary,Married,Informal
M4214,15,Ebonyi,Urban,Secondary,Married,Informal
M4215,25,Katsina,Urban,Tertiary,Married,Student
M4216,27,Delta,Rural,Tertiary,Married,Informal
M4217,34,Kano,Rural,Tertiary,Married,Formal
M4218,22,Kwara,Urban,Secondary,Married,Informal
M4219,26,Jigawa,Urban,Tertiary,Married,Formal
M4220,15,Kano,Rural,Secondary,Married,Informal
M4221,15,Cross_River,Rural,None,Married,Informal
M4222,29,Niger,Urban,Primary,Married,Unemployed
M4223,24,Jigawa,Rural,Secondary,Married,Formal
M4224,30,Plateau,Rural,Tertiary,Married,Formal
M4225,18,Edo,Rural,Primary,Single,Informal
M4226,27,Borno,Rural,Primary,Married,Informal
M4227,34,Bayelsa,Rural,Tertiary,Married,Informal
M4228,27,Kebbi,Rural,Primary,Married,Unemployed
M4229,26,Delta,Rural,Primary,Married,Unemployed
M4230,25,Bauchi,Rural,Tertiary,Single,Informal
M4231,17,Edo,Rural,Secondary,Married,Informal
M4232,31,Delta,Urban,Secondary,Single,Informal
M4233,21,Kaduna,Urban,Tertiary,Married,Formal
M4234,27,Jigawa,Rural,Tertiary,Married,Informal
M4235,17,Benue,Urban,Secondary,Married,Unemployed
M4236,19,Yobe,Urban,Secondary,Divorced,Formal
M4237,32,Benue,Urban,Secondary,Married,Informal
M4238,23,Oyo,Rural,Primary,Married,Informal
M4239,32,Borno,Rural,Secondary,Single,Unemployed
M4240,24,Kano,Rural,Primary,Widowed,Unemployed
M4241,15,Zamfara,Rural,Tertiary,Married,Informal
M4242,29,Plateau,Urban,Tertiary,Married,Informal
M4243,22,Katsina,Rural,None,Married,Formal
M4244,28,Niger,Urban,Tertiary,Married,Informal
M4245,25,Osun,Urban,Secondary,Married,Formal
M4246,17,Enugu,Rural,Secondary,Widowed,Unemployed
M4247,25,Katsina,Rural,Primary,Single,Informal
M4248,35,Kebbi,Urban,None,Married,Informal
M4249,27,Jigawa,Rural,None,Married,Informal
M4250,24,Nasarawa,Rural,Tertiary,Married,Unemployed
M4251,30,Akwa_Ibom,Rural,Secondary,Single,Informal
M4252,26,Oyo,Rural,None,Married,Informal
M4253,26,Kano,Urban,Secondary,Married,Informal
M4254,19,Lagos,Urban,Secondary,Married,Formal
M4255,26,Kano,Urban,Secondary,Married,Informal
M4256,30,Gombe,Rural,Secondary,Married,Informal
M4257,20,Imo,Urban,Primary,Married,Informal
M4258,32,Katsina,Urban,Secondary,Married,Informal
M4259,24,Taraba,Rural,Secondary,Married,Informal
M4260,20,Ebonyi,Urban,Tertiary,Married,Informal
M4261,29,Adamawa,Rural,None,Married,Informal
M4262,23,Bauchi,Urban,Primary,Single,Unemployed
M4263,28,Rivers,Urban,Secondary,Married,Unemployed
M4264,23,Yobe,Urban,Secondary,Married,Informal
M4265,24,Borno,Urban,Tertiary,Married,Informal
M4266,27,Kebbi,Rural,Secondary,Single,Informal
M4267,26,Lagos,Urban,None,Married,Unemployed
M4268,15,Borno,Urban,Primary,Married,Informal
M4269,19,Osun,Rural,Tertiary,Married,Formal
M4270,29,Imo,Urban,Primary,Married,Formal
M4271,24,Lagos,Urban,Tertiary,Married,Unemployed
M4272,22,Kano,Rural,Tertiary,Married,Unemployed
M4273,18,Ogun,Rural,Secondary,Married,Formal
M4274,19,Rivers,Urban,Tertiary,Married,Unemployed
M4275,15,Jigawa,Urban,None,Married,Informal
M4276,24,Edo,Urban,Secondary,Single,Formal
M4277,22,Lagos,Urban,Primary,Married,Informal
M4278,20,Benue,Urban,Tertiary,Married,Unemployed
M4279,24,Benue,Urban,Tertiary,Married,Unemployed
M4280,26,Oyo,Rural,Primary,Single,Informal
M4281,35,Gombe,Urban,Secondary,Married,Student
M4282,17,Lagos,Urban,None,Married,Informal
M4283,30,Kebbi,Rural,Primary,Widowed,Informal
M4284,29,Plateau,Rural,Secondary,Married,Informal
M4285,21,Anambra,Rural,Primary,Single,Informal
M4286,26,Benue,Urban,Secondary,Single,Formal
M4287,22,Delta,Urban,Secondary,Married,Unemployed
M4288,25,FCT,Rural,Secondary,Married,Informal
M4289,32,Ekiti,Urban,Secondary,Married,Informal
M4290,28,Ebonyi,Urban,Tertiary,Married,Informal
M4291,27,Lagos,Rural,Primary,Married,Informal
M4292,22,Edo,Rural,Primary,Married,Informal
M4293,17,Kano,Urban,Tertiary,Married,Informal
M4294,23,Rivers,Rural,None,Widowed,Informal
M4295,31,Imo,Rural,Secondary,Married,Formal
M4296,17,Kebbi,Urban,Secondary,Single,Formal
M4297,19,Yobe,Rural,Secondary,Married,Student
M4298,25,Kaduna,Rural,Tertiary,Single,Student
M4299,20,Borno,Urban,Secondary,Married,Informal
M4300,21,Adamawa,Rural,Primary,Married,Informal
M4301,22,Niger,Urban,Primary,Married,Informal
M4302,18,Lagos,Rural,None,Married,Informal
M4303,20,Taraba,Urban,Primary,Married,Formal
M4304,28,Niger,Urban,Secondary,Married,Formal
M4305,18,Anambra,Urban,None,Married,Unemployed
M4306,17,Benue,Urban,Secondary,Married,Formal
M4307,21,Bauchi,Rural,None,Married,Informal
M4308,28,Akwa_Ibom,Urban,None,Single,Informal
M4309,24,Rivers,Urban,Tertiary,Divorced,Informal
M4310,22,Katsina,Urban,Tertiary,Married,Unemployed
M4311,25,Adamawa,Urban,Tertiary,Married,Informal
M4312,16,Jigawa,Rural,Secondary,Married,Informal
M4313,27,Ondo,Rural,None,Divorced,Formal
M4314,26,Anambra,Urban,Primary,Single,Formal
M4315,22,Ebonyi,Rural,Tertiary,Married,Unemployed
M4316,30,Benue,Rural,Secondary,Married,Formal
M4317,19,Lagos,Urban,Secondary,Married,Informal
M4318,30,Rivers,Rural,Tertiary,Married,Informal
M4319,25,Enugu,Rural,Tertiary,Married,Informal
M4320,23,Delta,Rural,None,Married,Unemployed
M4321,24,Edo,Urban,None,Married,Informal
M4322,24,Lagos,Rural,Primary,Widowed,Informal
M4323,31,Bayelsa,Rural,None,Widowed,Informal
M4324,19,Plateau,Rural,Tertiary,Married,Formal
M4325,21,Adamawa,Rural,Tertiary,Married,Unemployed
M4326,30,Lagos,Urban,Tertiary,Married,Informal
M4327,22,Plateau,Rural,Secondary,Single,Informal
M4328,29,Gombe,Urban,Secondary,Married,Informal
M4329,33,Kano,Rural,Secondary,Married,Informal
M4330,22,Zamfara,Rural,Secondary,Married,Unemployed
M4331,28,Katsina,Urban,Secondary,Married,Informal
M4332,19,Edo,Urban,Primary,Married,Formal
M4333,28,Kano,Rural,Secondary,Married,Unemployed
M4334,25,Yobe,Rural,Primary,Single,Informal
M4335,27,Niger,Rural,Secondary,Married,Informal
M4336,21,Borno,Urban,Tertiary,Single,Informal
M4337,16,Kogi,Urban,Tertiary,Married,Unemployed
M4338,27,Lagos,Rural,Secondary,Married,Informal
M4339,15,Lagos,Urban,Secondary,Married,Informal
M4340,23,Katsina,Urban,Tertiary,Married,Informal
M4341,29,Katsina,Rural,Secondary,Married,Formal
M4342,25,Lagos,Urban,Primary,Married,Student
M4343,34,Enugu,Urban,Secondary,Married,Informal
M4344,30,Imo,Rural,Primary,Married,Informal
M4345,21,Katsina,Urban,Tertiary,Married,Informal
M4346,25,Oyo,Urban,Tertiary,Married,Informal
M4347,24,Kaduna,Rural,Tertiary,Single,Informal
M4348,17,Jigawa,Rural,Secondary,Married,Informal
M4349,20,Ebonyi,Rural,Primary,Married,Unemployed
M4350,22,Enugu,Urban,None,Married,Formal
M4351,15,Abia,Rural,Primary,Widowed,Informal
M4352,25,Oyo,Urban,Primary,Married,Informal
M4353,23,Plateau,Rural,Primary,Married,Student
M4354,16,Imo,Rural,Tertiary,Married,Informal
M4355,27,Kano,Rural,Secondary,Married,Informal
M4356,28,Abia,Rural,Tertiary,Married,Unemployed
M4357,26,Sokoto,Urban,None,Married,Student
M4358,23,Taraba,Urban,Secondary,Married,Formal
M4359,27,Kano,Rural,Secondary,Married,Informal
M4360,28,Abia,Rural,Primary,Married,Informal
M4361,26,Kaduna,Urban,Primary,Single,Informal
M4362,20,Ekiti,Rural,Tertiary,Married,Informal
M4363,26,Delta,Urban,Tertiary,Married,Informal
M4364,30,Abia,Rural,Tertiary,Single,Informal
M4365,22,Jigawa,Urban,Primary,Married,Informal
M4366,35,Kaduna,Rural,Secondary,Married,Informal
M4367,22,Katsina,Urban,Secondary,Married,Informal
M4368,25,Jigawa,Rural,None,Married,Informal
M4369,21,Benue,Rural,Tertiary,Married,Unemployed
M4370,26,Ogun,Rural,Secondary,Married,Informal
M4371,16,Jigawa,Urban,Secondary,Married,Informal
M4372,22,Jigawa,Urban,Tertiary,Married,Formal
M4373,19,Ebonyi,Rural,Secondary,Married,Unemployed
M4374,25,Kaduna,Rural,Secondary,Married,Informal
M4375,29,Delta,Urban,None,Married,Unemployed
M4376,28,Ondo,Urban,Primary,Married,Informal
